計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
MP1022-0285,新興科技商業應用體驗環境推動計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導,0.977,中小（堅）企業輔導;產業人才培育;政策規劃與推動;工研院與A+;創新創業,0.977;0.003;0.002;0.002;0.002
MP10902-0099,提升畜禽產業效率及永續友善環境綱要計畫(1/4),農業,農業,0.977,農業;食品安全與食品科技;電商與物流;氣候變遷與減碳;能源,0.977;0.003;0.003;0.003;0.003
MP10501-0140,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(6/6),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10501-0348,加速行動寬頻服務及產業發展計畫(3/3)-研發行動寬頻新興技術,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.001;0.001
MP10501-0040,重要活動斷層構造特性調查2期(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
CP10301-0055,生技類核心設施平台維運計畫II(1/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.003;0.002
CP10601-0046,培育優秀學者養成計畫(4/4),人才補助與延攬,人才補助與延攬,0.969,人才補助與延攬;科研計畫補助;數位轉型與智慧政府;文化;食品安全與食品科技,0.969;0.004;0.004;0.004;0.004
MP10903-0029,農業科技研發成果產業體系擴散應用創新模式(1/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10802-0162,建構公教體系綠能雲端資料中心計畫(3/3),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;晶片半導體;產業人才培育;數位轉型與智慧政府;虛擬實境,0.976;0.003;0.003;0.003;0.003
CP10601-0036,科學工業園區研發精進產學合作計畫(1/4),創新創業,創新創業,0.987,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.987;0.002;0.002;0.001;0.001
MP1022-0118,臺灣展演藝術科技化旗艦計畫(3/3),文化,文化,0.975,文化;生技醫藥與精準醫療;數位內容;政策規劃與推動;科研計畫補助,0.975;0.003;0.002;0.002;0.002
MP10603-0054,臺灣行卷－博物館示範計畫(1/4),文化,文化,0.974,文化;生技醫藥與精準醫療;政策規劃與推動;科研計畫補助;數位內容,0.974;0.003;0.002;0.002;0.002
MP1022-0287,以服務加值再造生活服務業競爭力計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導,0.979,中小（堅）企業輔導;產業人才培育;創新創業;數位轉型與智慧政府;政策規劃與推動,0.979;0.003;0.002;0.002;0.002
MP10704-0213,5G產業技術拔尖計畫 (3/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.988,網路通訊/4G/5G/5G+/6G;災害防救;長照與社會福利;產業人才培育;國家標準檢驗,0.988;0.002;0.002;0.002;0.001
MP10704-0252,數位創新經濟基礎網路環境建構支援平台計畫(2/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
MP10704-0013,健全專利檢索運用環境計畫(2/4),專利與智財,專利與智財,0.963,專利與智財;警政與法務;環境監測與污染防治;職安;政策規劃與推動,0.963;0.004;0.004;0.004;0.003
CP10602-0005,亞洲矽谷創新創業鏈結計畫(2/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0178,提升國人氣候變遷之健康識能與調適策略研究(2/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.982;0.003;0.002;0.002;0.002
MP10501-0322,網路通訊國際標準分析及參與制定(4/4),網路通訊/4G/5G/5G+/6G;國家標準檢驗,網路通訊/4G/5G/5G+/6G;國家標準檢驗,0.954;0.921,網路通訊/4G/5G/5G+/6G;國家標準檢驗;能源;智慧醫療;災害防救,0.954;0.921;0.013;0.008;0.007
MP1021-0073,奈米國家型科技計畫-奈米製程職場安全健康(6/6),職安,職安,0.922,職安;智慧醫療;專利與智財;運動科技;創新創業,0.922;0.009;0.009;0.007;0.006
MP10501-0064,食品安全巨量資料分析及資訊科技化建置計畫(2/4),食品安全與食品科技,食品安全與食品科技,0.969,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.969;0.004;0.004;0.003;0.003
MP10707-0028,強化數位教學暨學習資訊應用環境計畫(2/4),數位學習,數位學習,0.952,數位學習;物聯網;數位內容;自動駕駛;產業人才培育,0.952;0.004;0.004;0.003;0.003
MP10907-0006,領航企業研發深耕計畫(1/5),工研院與A+,工研院與A+,0.916,工研院與A+;產業人才培育;生技醫藥與精準醫療;智慧製造;太空/衛星,0.916;0.012;0.009;0.007;0.007
MP10802-0167,新興農業生物技術(3/4)-增進農業產值之前瞻高階技術平臺建置及開發,農業生技,農業生技,0.93,農業生技;農業;環境監測與污染防治;防疫;文化,0.93;0.009;0.007;0.007;0.007
CP10603-0013,新興科技創新營運模式研究計畫(2/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10401-0141,智慧資訊系統技術發展綱要計畫(3/4),智慧製造,智慧製造,0.972,智慧製造;產業人才培育;太空/衛星;晶片半導體;網路通訊/4G/5G/5G+/6G,0.972;0.005;0.004;0.003;0.003
CP10412-0019,財團法人國家同步輻射研究中心發展計畫(1/1),科研設施,科研設施,0.974,科研設施;產業人才培育;生技醫藥與精準醫療;資安;中小（堅）企業輔導,0.974;0.003;0.003;0.003;0.002
MP10602-0226,新穎標靶之創新藥物研究與開發(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;工研院與A+;長照與社會福利;科研設施,0.992;0.001;0.001;0.001;0.001
MP1021-0146,深耕工業基礎技術專案計畫(2/4),產業人才培育,產業人才培育,0.981,產業人才培育;數位轉型與智慧政府;智慧製造;資安;物聯網,0.981;0.003;0.003;0.003;0.002
MP1021-0064,核子醫藥及醫材與儀器之應用研究(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10902-0183,物聯網應用場域資安強化推動計畫(2/4),虛擬實境;物聯網;資安,虛擬實境;物聯網;資安,0.841;0.885;0.904,資安;物聯網;虛擬實境;智慧醫療;警政與法務,0.904;0.885;0.841;0.03;0.027
MP1021-0081,整合碳足跡排放係數建置方法與基線之研究(1/4),氣候變遷與減碳,氣候變遷與減碳,0.981,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;環境監測與污染防治,0.981;0.003;0.002;0.002;0.002
MP10802-0266,全人健康促進與成癮防治研究(1/4)(01/04),長照與社會福利,長照與社會福利,0.976,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;智慧醫療;政策規劃與推動,0.976;0.007;0.004;0.003;0.002
MP1022-0061,偏鄉數位關懷推動計畫(3/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP1021-0122,新興/再浮現傳染病監測技術開發與應用計畫(3/5),防疫,防疫,0.976,防疫;資安;產業人才培育;災害防救;政策規劃與推動,0.976;0.002;0.002;0.002;0.002
MP10704-0209,農業資源循環產業創新(3/4),化工材料與循環經濟,化工材料與循環經濟,0.975,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.975;0.003;0.002;0.002;0.002
MP10602-0109,氣象資訊之智慧應用服務計畫(I)(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10303-0003,科技會報科技政策發展研究與諮詢(1/1),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
CP10401-0044,生醫產業商品化人才培育計畫(3/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10804-0009,AI on chip終端智慧發展計畫(1/4),AI、雲端、巨量資料;晶片半導體,AI、雲端、巨量資料;晶片半導體,0.933;0.955,晶片半導體;AI、雲端、巨量資料;產業人才培育;網路通訊/4G/5G/5G+/6G;太空/衛星,0.955;0.933;0.018;0.013;0.01
MP10501-0393,永續提供高品質醫療服務(2/4),長照與社會福利,長照與社會福利,0.976,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.976;0.006;0.003;0.003;0.002
MP1021-0011,生技醫藥國家型科技計畫-轉譯醫學研究及生技醫藥法規服務(4/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10802-0219,科技社會創新促進價值躍升計畫(1/1),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0006,中小企業即時技術輔導計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;創新創業;政策規劃與推動;數位轉型與智慧政府,0.978;0.003;0.002;0.002;0.002
MP10401-0156,電子光電產業科技發展綱要計畫(1/4),晶片半導體,晶片半導體,0.975,晶片半導體;AI、雲端、巨量資料;能源;智慧製造;產業人才培育,0.975;0.003;0.003;0.003;0.002
MP10704-0190,數據創新服務生態系推動計畫(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.976,AI、雲端、巨量資料;產業人才培育;晶片半導體;數位轉型與智慧政府;虛擬實境,0.976;0.003;0.003;0.002;0.002
MP10501-0333,港區物流加值服務推動計畫(1/4),電商與物流,電商與物流,0.977,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.977;0.004;0.003;0.003;0.002
MP1021-0117,鹿林山背景測站技術研究及國際合作計畫(1/1),環境監測與污染防治,環境監測與污染防治,0.975,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.975;0.005;0.003;0.002;0.002
MP10902-0257,第二期智慧服務 全民樂學－國立社教機構科技創新服務計畫(1/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府,0.96;0.962,數位轉型與智慧政府;產業人才培育;物聯網;AI、雲端、巨量資料;智慧製造,0.962;0.96;0.011;0.008;0.007
MP10602-0283,開源應用技術研發人才培育計畫(2/4),AI、雲端、巨量資料;產業人才培育,AI、雲端、巨量資料;產業人才培育,0.948;0.935,AI、雲端、巨量資料;產業人才培育;晶片半導體;資安;虛擬實境,0.948;0.935;0.014;0.01;0.01
MP10401-0221,坡地防災與生態系復育科技發展綱要計畫(4/4)-大規模崩塌防災科技研發，強化坡地智慧監測與環境友善,災害防救;氣候變遷與減碳,災害防救;氣候變遷與減碳,0.945;0.964,氣候變遷與減碳;災害防救;能源;政策規劃與推動;物聯網,0.964;0.945;0.012;0.01;0.009
MP10501-0156,生技醫藥產業科技發展綱要計畫(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10302-0008,國際標準研析暨國家標準調和(2/4),國家標準檢驗,國家標準檢驗,0.962,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.962;0.007;0.005;0.004;0.004
MP1022-0110,數位媒體發展中心計畫(2/4),數位內容,數位內容,0.972,數位內容;網路通訊/4G/5G/5G+/6G;文化;傳統產業高值化;產業人才培育,0.972;0.003;0.003;0.002;0.002
MP10408-0010,加速行動寬頻服務及產業發展計畫(2/3)-客庄智慧樂活4G應用服務計畫,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
MP10212-0165,資訊產業應用與國際夥伴推動計畫(2/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.974,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.974;0.003;0.003;0.002;0.002
MP10602-0095,永續林業生產試驗研究(2/4)-永續經營、創新加值、活絡產業經濟,氣候變遷與減碳,氣候變遷與減碳,0.981,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;食品安全與食品科技,0.981;0.003;0.002;0.002;0.002
MP10401-0078,能源國家型科技計畫-能源產業技術發展綱要計畫(3/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10212-0149,交通技術發展規劃研究第二期計畫(2/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;數位轉型與智慧政府;創新創業,0.985;0.002;0.002;0.001;0.001
MP1022-0262,傳統產業亮點維新計畫(1/4),傳統產業高值化,傳統產業高值化,0.972,傳統產業高值化;運輸載具;化工材料與循環經濟;食品安全與食品科技;電商與物流,0.972;0.007;0.003;0.003;0.003
MP10602-0108,綠色循環與二氧化碳新碳源創新材料計畫(2/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;環境監測與污染防治,0.982;0.003;0.002;0.002;0.002
MP1022-0010,都市與建築安全減災與調適科技發展中程計畫(4/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10212-0135,服務業能源管理與技術輔導計畫(2/4),氣候變遷與減碳,氣候變遷與減碳,0.981,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.981;0.004;0.002;0.002;0.002
MP10212-0104,電漿在綠色節能環境之開發與應用(3/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10212-0170,整合與提升我國食媒性疾病及其病原監測防護網計畫(2/4),防疫,防疫,0.976,防疫;資安;產業人才培育;政策規劃與推動;災害防救,0.976;0.002;0.002;0.002;0.002
MP10401-0213,國際標準研析暨國家標準調和(3/4),國家標準檢驗,國家標準檢驗,0.962,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.962;0.007;0.005;0.004;0.004
MP10212-0082,能源國家型科技計畫-太陽光電技術發展與應用(2/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
CP10801-0027,推動創新及應用科技研究計畫(3/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10801-0059,食品安全數位創新加值管理計畫(食品雲2.0)(1/4),食品安全與食品科技,食品安全與食品科技,0.968,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.968;0.004;0.004;0.003;0.003
MP10302-0001,愛滋病防治整合型計畫(3/4),防疫,防疫,0.976,防疫;產業人才培育;資安;災害防救;政策規劃與推動,0.976;0.002;0.002;0.002;0.002
MP10501-0286,第2期智慧生活整合性人才培育計畫(3/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府,0.957;0.964,數位轉型與智慧政府;產業人才培育;物聯網;AI、雲端、巨量資料;智慧製造,0.964;0.957;0.01;0.006;0.006
CP10605-0005,循環材料之高值化計畫(1/4),化工材料與循環經濟,化工材料與循環經濟,0.974,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.974;0.003;0.003;0.002;0.002
